"from","to","n","from_iso","to_iso"
"Thailand","Seychelles",NA,"THA","SYC"
"Timor-Leste","Seychelles",NA,"TLS","SYC"
"Togo","Seychelles",NA,"TGO","SYC"
"Tonga","Seychelles",NA,"TON","SYC"
"Trinidad and Tobago","Seychelles",NA,"TTO","SYC"
"Tunisia","Seychelles",NA,"TUN","SYC"
"Turkey","Seychelles",NA,"TUR","SYC"
"Turkmenistan","Seychelles",NA,"TKM","SYC"
"Turks and Caicos Islands","Seychelles",NA,"TCA","SYC"
"Tuvalu","Seychelles",NA,"TUV","SYC"
"Uganda","Seychelles",NA,"UGA","SYC"
"Ukraine","Seychelles",NA,"UKR","SYC"
"United Arab Emirates","Seychelles",NA,"ARE","SYC"
"United Kingdom","Seychelles",NA,"GBR","SYC"
"United States","Seychelles",NA,"USA","SYC"
"Uruguay","Seychelles",NA,"URY","SYC"
"Uzbekistan","Seychelles",NA,"UZB","SYC"
"Vanuatu","Seychelles",NA,"VUT","SYC"
"Venezuela, RB","Seychelles",NA,"VEN","SYC"
"Vietnam","Seychelles",NA,"VNM","SYC"
"Virgin Islands (U.S.)","Seychelles",NA,"VIR","SYC"
"West Bank and Gaza","Seychelles",NA,"PSE","SYC"
"Yemen, Rep.","Seychelles",NA,"YEM","SYC"
"Zambia","Seychelles",NA,"ZMB","SYC"
"Zimbabwe","Seychelles",NA,"ZWE","SYC"
"Other South","Seychelles",NA,NA,"SYC"
"Other North","Seychelles",NA,NA,"SYC"
"Afghanistan","Sierra Leone",0,"AFG","SLE"
"Albania","Sierra Leone",0,"ALB","SLE"
"Algeria","Sierra Leone",0,"DZA","SLE"
"American Samoa","Sierra Leone",0,"ASM","SLE"
"Andorra","Sierra Leone",0,"AND","SLE"
"Angola","Sierra Leone",0,"AGO","SLE"
"Antigua and Barbuda","Sierra Leone",0,"ATG","SLE"
"Argentina","Sierra Leone",0,"ARG","SLE"
"Armenia","Sierra Leone",0,"ARM","SLE"
"Aruba","Sierra Leone",0,"ABW","SLE"
"Australia","Sierra Leone",0,"AUS","SLE"
"Austria","Sierra Leone",0,"AUT","SLE"
"Azerbaijan","Sierra Leone",0,"AZE","SLE"
"Bahamas, The","Sierra Leone",0,"BHS","SLE"
"Bahrain","Sierra Leone",0,"BHR","SLE"
"Bangladesh","Sierra Leone",0,"BGD","SLE"
"Barbados","Sierra Leone",0,"BRB","SLE"
"Belarus","Sierra Leone",0,"BLR","SLE"
"Belgium","Sierra Leone",0,"BEL","SLE"
"Belize","Sierra Leone",0,"BLZ","SLE"
"Benin","Sierra Leone",0,"BEN","SLE"
"Bermuda","Sierra Leone",0,"BMU","SLE"
"Bhutan","Sierra Leone",0,"BTN","SLE"
"Bolivia","Sierra Leone",0,"BOL","SLE"
"Bosnia and Herzegovina","Sierra Leone",0,"BIH","SLE"
"Botswana","Sierra Leone",0,"BWA","SLE"
"Brazil","Sierra Leone",0,"BRA","SLE"
"Brunei Darussalam","Sierra Leone",0,"BRN","SLE"
"Bulgaria","Sierra Leone",0,"BGR","SLE"
"Burkina Faso","Sierra Leone",0,"BFA","SLE"
"Burundi","Sierra Leone",0,"BDI","SLE"
"Cambodia","Sierra Leone",0,"KHM","SLE"
"Cameroon","Sierra Leone",0,"CMR","SLE"
"Canada","Sierra Leone",0,"CAN","SLE"
"Cape Verde","Sierra Leone",0,"CPV","SLE"
"Cayman Islands","Sierra Leone",0,"CYM","SLE"
"Central African Republic","Sierra Leone",0,"CAF","SLE"
"Chad","Sierra Leone",0,"TCD","SLE"
"Channel Islands","Sierra Leone",0,"","SLE"
"Chile","Sierra Leone",0,"CHL","SLE"
"China","Sierra Leone",0,"CHN","SLE"
"Colombia","Sierra Leone",0,"COL","SLE"
"Comoros","Sierra Leone",0,"COM","SLE"
"Congo, Dem. Rep.","Sierra Leone",0,"COD","SLE"
"Congo, Rep.","Sierra Leone",0,"COG","SLE"
"Costa Rica","Sierra Leone",0,"CRI","SLE"
"Côte d'Ivoire","Sierra Leone",413.786513591387,"CIV","SLE"
"Croatia","Sierra Leone",0,"HRV","SLE"
"Cuba","Sierra Leone",0,"CUB","SLE"
"Cyprus","Sierra Leone",0,"CYP","SLE"
"Czech Republic","Sierra Leone",0,"CZE","SLE"
"Denmark","Sierra Leone",0,"DNK","SLE"
"Djibouti","Sierra Leone",0,"DJI","SLE"
"Dominica","Sierra Leone",0,"DMA","SLE"
"Dominican Republic","Sierra Leone",0,"DOM","SLE"
"Ecuador","Sierra Leone",0,"ECU","SLE"
"Egypt, Arab Rep.","Sierra Leone",0,"EGY","SLE"
"El Salvador","Sierra Leone",0,"SLV","SLE"
"Equatorial Guinea","Sierra Leone",0,"GNQ","SLE"
"Eritrea","Sierra Leone",0,"ERI","SLE"
"Estonia","Sierra Leone",0,"EST","SLE"
"Ethiopia","Sierra Leone",0,"ETH","SLE"
"Faeroe Islands","Sierra Leone",0,"FRO","SLE"
"Fiji","Sierra Leone",0,"FJI","SLE"
"Finland","Sierra Leone",0,"FIN","SLE"
"France","Sierra Leone",0,"FRA","SLE"
"French Polynesia","Sierra Leone",0,"PYF","SLE"
"Gabon","Sierra Leone",0,"GAB","SLE"
"Gambia, The","Sierra Leone",2778.45122959058,"GMB","SLE"
"Georgia","Sierra Leone",0,"GEO","SLE"
"Germany","Sierra Leone",0,"DEU","SLE"
"Ghana","Sierra Leone",1507.27998034442,"GHA","SLE"
"Gibraltar","Sierra Leone",0,"GIB","SLE"
"Greece","Sierra Leone",0,"GRC","SLE"
"Greenland","Sierra Leone",0,"GRL","SLE"
"Grenada","Sierra Leone",0,"GRD","SLE"
"Guam","Sierra Leone",0,"GUM","SLE"
"Guatemala","Sierra Leone",0,"GTM","SLE"
"Guinea","Sierra Leone",69127.3896048781,"GIN","SLE"
"Guinea-Bissau","Sierra Leone",0,"GNB","SLE"
"Guyana","Sierra Leone",0,"GUY","SLE"
"Haiti","Sierra Leone",0,"HTI","SLE"
"Honduras","Sierra Leone",0,"HND","SLE"
"Hong Kong, China","Sierra Leone",0,"HKG","SLE"
"Hungary","Sierra Leone",0,"HUN","SLE"
"Iceland","Sierra Leone",0,"ISL","SLE"
"India","Sierra Leone",418.556386946908,"IND","SLE"
"Indonesia","Sierra Leone",0,"IDN","SLE"
"Iran, Islamic Rep.","Sierra Leone",0,"IRN","SLE"
"Iraq","Sierra Leone",0,"IRQ","SLE"
"Ireland","Sierra Leone",0,"IRL","SLE"
"Isle of Man","Sierra Leone",0,"IMN","SLE"
"Israel","Sierra Leone",0,"ISR","SLE"
"Italy","Sierra Leone",0,"ITA","SLE"
"Jamaica","Sierra Leone",0,"JAM","SLE"
"Japan","Sierra Leone",0,"JPN","SLE"
"Jordan","Sierra Leone",0,"JOR","SLE"
"Kazakhstan","Sierra Leone",0,"KAZ","SLE"
"Kenya","Sierra Leone",0,"KEN","SLE"
"Kiribati","Sierra Leone",0,"KIR","SLE"
"Korea, Dem. Rep.","Sierra Leone",0,"PRK","SLE"
"Korea, Rep.","Sierra Leone",0,"KOR","SLE"
"Kosovo","Sierra Leone",0,"KOS","SLE"
"Kuwait","Sierra Leone",0,"KWT","SLE"
"Kyrgyz Republic","Sierra Leone",0,"KGZ","SLE"
"Lao PDR","Sierra Leone",0,"LAO","SLE"
"Latvia","Sierra Leone",0,"LVA","SLE"
"Lebanon","Sierra Leone",915.8156842599,"LBN","SLE"
"Lesotho","Sierra Leone",0,"LSO","SLE"
"Liberia","Sierra Leone",24886.8142324272,"LBR","SLE"
"Libya","Sierra Leone",0,"LBY","SLE"
"Liechtenstein","Sierra Leone",0,"LIE","SLE"
"Lithuania","Sierra Leone",0,"LTU","SLE"
"Luxembourg","Sierra Leone",0,"LUX","SLE"
"Macao, China","Sierra Leone",0,"MAC","SLE"
"Macedonia, FYR","Sierra Leone",0,"MKD","SLE"
"Madagascar","Sierra Leone",0,"MDG","SLE"
"Malawi","Sierra Leone",0,"MWI","SLE"
"Malaysia","Sierra Leone",0,"MYS","SLE"
"Maldives","Sierra Leone",0,"MDV","SLE"
"Mali","Sierra Leone",834.727837216055,"MLI","SLE"
"Malta","Sierra Leone",0,"MLT","SLE"
"Marshall Islands","Sierra Leone",0,"MHL","SLE"
"Mauritania","Sierra Leone",0,"MRT","SLE"
"Mauritius","Sierra Leone",0,"MUS","SLE"
"Mayotte","Sierra Leone",0,"MYT","SLE"
"Mexico","Sierra Leone",0,"MEX","SLE"
"Micronesia, Fed. Sts.","Sierra Leone",0,"FSM","SLE"
"Moldova","Sierra Leone",0,"MDA","SLE"
"Monaco","Sierra Leone",0,"MCO","SLE"
"Mongolia","Sierra Leone",0,"MNG","SLE"
"Montenegro","Sierra Leone",0,"MNE","SLE"
"Morocco","Sierra Leone",0,"MAR","SLE"
"Mozambique","Sierra Leone",0,"MOZ","SLE"
"Myanmar","Sierra Leone",0,"MMR","SLE"
"Namibia","Sierra Leone",0,"NAM","SLE"
"Nepal","Sierra Leone",0,"NPL","SLE"
"Netherlands","Sierra Leone",0,"NLD","SLE"
"Netherlands Antilles","Sierra Leone",0,"ANT","SLE"
"New Caledonia","Sierra Leone",0,"NCL","SLE"
"New Zealand","Sierra Leone",0,"NZL","SLE"
"Nicaragua","Sierra Leone",0,"NIC","SLE"
"Niger","Sierra Leone",0,"NER","SLE"
"Nigeria","Sierra Leone",2350.35509593263,"NGA","SLE"
"Northern Mariana Islands","Sierra Leone",0,"MNP","SLE"
"Norway","Sierra Leone",0,"NOR","SLE"
"Oman","Sierra Leone",0,"OMN","SLE"
"Pakistan","Sierra Leone",150.25101069889,"PAK","SLE"
"Palau","Sierra Leone",0,"PLW","SLE"
"Panama","Sierra Leone",0,"PAN","SLE"
"Papua New Guinea","Sierra Leone",0,"PNG","SLE"
"Paraguay","Sierra Leone",0,"PRY","SLE"
"Peru","Sierra Leone",0,"PER","SLE"
"Philippines","Sierra Leone",0,"PHL","SLE"
"Poland","Sierra Leone",0,"POL","SLE"
"Portugal","Sierra Leone",0,"PRT","SLE"
"Puerto Rico","Sierra Leone",0,"PRI","SLE"
"Qatar","Sierra Leone",0,"QAT","SLE"
"Romania","Sierra Leone",0,"ROU","SLE"
"Russian Federation","Sierra Leone",0,"RUS","SLE"
"Rwanda","Sierra Leone",0,"RWA","SLE"
"Samoa","Sierra Leone",0,"WSM","SLE"
"San Marino","Sierra Leone",0,"SMR","SLE"
"São Tomé and Principe","Sierra Leone",0,"STP","SLE"
"Saudi Arabia","Sierra Leone",0,"SAU","SLE"
"Senegal","Sierra Leone",744.100243461169,"SEN","SLE"
"Serbia","Sierra Leone",0,"SRB","SLE"
"Seychelles","Sierra Leone",0,"SYC","SLE"
"Sierra Leone","Sierra Leone",0,"SLE","SLE"
"Singapore","Sierra Leone",0,"SGP","SLE"
"Slovak Republic","Sierra Leone",0,"SVK","SLE"
"Slovenia","Sierra Leone",0,"SVN","SLE"
"Solomon Islands","Sierra Leone",0,"SLB","SLE"
"Somalia","Sierra Leone",0,"SOM","SLE"
"South Africa","Sierra Leone",0,"ZAF","SLE"
"Spain","Sierra Leone",0,"ESP","SLE"
"Sri Lanka","Sierra Leone",0,"LKA","SLE"
"St. Kitts and Nevis","Sierra Leone",0,"KNA","SLE"
"St. Lucia","Sierra Leone",0,"LCA","SLE"
"St. Vincent and the Grenadines","Sierra Leone",0,"VCT","SLE"
"Sudan","Sierra Leone",0,"SDN","SLE"
"Suriname","Sierra Leone",0,"SUR","SLE"
"Swaziland","Sierra Leone",0,"SWZ","SLE"
"Sweden","Sierra Leone",0,"SWE","SLE"
"Switzerland","Sierra Leone",0,"CHE","SLE"
"Syrian Arab Republic","Sierra Leone",0,"SYR","SLE"
"Tajikistan","Sierra Leone",0,"TJK","SLE"
"Tanzania","Sierra Leone",0,"TZA","SLE"
"Thailand","Sierra Leone",0,"THA","SLE"
"Timor-Leste","Sierra Leone",0,"TLS","SLE"
"Togo","Sierra Leone",0,"TGO","SLE"
"Tonga","Sierra Leone",0,"TON","SLE"
"Trinidad and Tobago","Sierra Leone",0,"TTO","SLE"
"Tunisia","Sierra Leone",0,"TUN","SLE"
"Turkey","Sierra Leone",0,"TUR","SLE"
"Turkmenistan","Sierra Leone",0,"TKM","SLE"
"Turks and Caicos Islands","Sierra Leone",0,"TCA","SLE"
"Tuvalu","Sierra Leone",0,"TUV","SLE"
"Uganda","Sierra Leone",0,"UGA","SLE"
"Ukraine","Sierra Leone",0,"UKR","SLE"
"United Arab Emirates","Sierra Leone",0,"ARE","SLE"
"United Kingdom","Sierra Leone",385.167273458265,"GBR","SLE"
"United States","Sierra Leone",403.054298541467,"USA","SLE"
"Uruguay","Sierra Leone",0,"URY","SLE"
"Uzbekistan","Sierra Leone",0,"UZB","SLE"
"Vanuatu","Sierra Leone",0,"VUT","SLE"
"Venezuela, RB","Sierra Leone",0,"VEN","SLE"
"Vietnam","Sierra Leone",0,"VNM","SLE"
"Virgin Islands (U.S.)","Sierra Leone",0,"VIR","SLE"
"West Bank and Gaza","Sierra Leone",0,"PSE","SLE"
"Yemen, Rep.","Sierra Leone",0,"YEM","SLE"
"Zambia","Sierra Leone",0,"ZMB","SLE"
"Zimbabwe","Sierra Leone",0,"ZWE","SLE"
"Other South","Sierra Leone",1846.27473117438,NA,"SLE"
"Other North","Sierra Leone",13.9758774785706,NA,"SLE"
"Afghanistan","Singapore",0,"AFG","SGP"
"Albania","Singapore",0,"ALB","SGP"
"Algeria","Singapore",0,"DZA","SGP"
"American Samoa","Singapore",0,"ASM","SGP"
"Andorra","Singapore",0,"AND","SGP"
"Angola","Singapore",0,"AGO","SGP"
"Antigua and Barbuda","Singapore",0,"ATG","SGP"
"Argentina","Singapore",0,"ARG","SGP"
"Armenia","Singapore",0,"ARM","SGP"
"Aruba","Singapore",0,"ABW","SGP"
"Australia","Singapore",0,"AUS","SGP"
"Austria","Singapore",0,"AUT","SGP"
"Azerbaijan","Singapore",0,"AZE","SGP"
"Bahamas, The","Singapore",0,"BHS","SGP"
"Bahrain","Singapore",0,"BHR","SGP"
"Bangladesh","Singapore",20432.1411304707,"BGD","SGP"
"Barbados","Singapore",0,"BRB","SGP"
"Belarus","Singapore",0,"BLR","SGP"
"Belgium","Singapore",0,"BEL","SGP"
"Belize","Singapore",0,"BLZ","SGP"
"Benin","Singapore",0,"BEN","SGP"
"Bermuda","Singapore",0,"BMU","SGP"
"Bhutan","Singapore",0,"BTN","SGP"
"Bolivia","Singapore",0,"BOL","SGP"
"Bosnia and Herzegovina","Singapore",0,"BIH","SGP"
"Botswana","Singapore",0,"BWA","SGP"
"Brazil","Singapore",0,"BRA","SGP"
"Brunei Darussalam","Singapore",0,"BRN","SGP"
"Bulgaria","Singapore",0,"BGR","SGP"
"Burkina Faso","Singapore",0,"BFA","SGP"
"Burundi","Singapore",0,"BDI","SGP"
"Cambodia","Singapore",0,"KHM","SGP"
"Cameroon","Singapore",0,"CMR","SGP"
"Canada","Singapore",1186.90039028875,"CAN","SGP"
"Cape Verde","Singapore",0,"CPV","SGP"
"Cayman Islands","Singapore",0,"CYM","SGP"
"Central African Republic","Singapore",0,"CAF","SGP"
"Chad","Singapore",0,"TCD","SGP"
"Channel Islands","Singapore",0,"","SGP"
"Chile","Singapore",0,"CHL","SGP"
"China","Singapore",497929.149910636,"CHN","SGP"
"Colombia","Singapore",0,"COL","SGP"
"Comoros","Singapore",0,"COM","SGP"
"Congo, Dem. Rep.","Singapore",0,"COD","SGP"
"Congo, Rep.","Singapore",0,"COG","SGP"
"Costa Rica","Singapore",0,"CRI","SGP"
"Côte d'Ivoire","Singapore",0,"CIV","SGP"
"Croatia","Singapore",0,"HRV","SGP"
"Cuba","Singapore",0,"CUB","SGP"
"Cyprus","Singapore",0,"CYP","SGP"
"Czech Republic","Singapore",0,"CZE","SGP"
"Denmark","Singapore",0,"DNK","SGP"
"Djibouti","Singapore",0,"DJI","SGP"
"Dominica","Singapore",0,"DMA","SGP"
"Dominican Republic","Singapore",0,"DOM","SGP"
"Ecuador","Singapore",0,"ECU","SGP"
"Egypt, Arab Rep.","Singapore",0,"EGY","SGP"
"El Salvador","Singapore",0,"SLV","SGP"
"Equatorial Guinea","Singapore",0,"GNQ","SGP"
"Eritrea","Singapore",0,"ERI","SGP"
"Estonia","Singapore",0,"EST","SGP"
"Ethiopia","Singapore",0,"ETH","SGP"
"Faeroe Islands","Singapore",0,"FRO","SGP"
"Fiji","Singapore",0,"FJI","SGP"
"Finland","Singapore",0,"FIN","SGP"
"France","Singapore",0,"FRA","SGP"
"French Polynesia","Singapore",0,"PYF","SGP"
"Gabon","Singapore",0,"GAB","SGP"
"Gambia, The","Singapore",0,"GMB","SGP"
"Georgia","Singapore",0,"GEO","SGP"
"Germany","Singapore",0,"DEU","SGP"
"Ghana","Singapore",0,"GHA","SGP"
"Gibraltar","Singapore",0,"GIB","SGP"
"Greece","Singapore",0,"GRC","SGP"
"Greenland","Singapore",0,"GRL","SGP"
"Grenada","Singapore",0,"GRD","SGP"
"Guam","Singapore",0,"GUM","SGP"
"Guatemala","Singapore",0,"GTM","SGP"
"Guinea","Singapore",0,"GIN","SGP"
"Guinea-Bissau","Singapore",0,"GNB","SGP"
"Guyana","Singapore",0,"GUY","SGP"
"Haiti","Singapore",0,"HTI","SGP"
"Honduras","Singapore",0,"HND","SGP"
"Hong Kong, China","Singapore",2614.6717421361,"HKG","SGP"
"Hungary","Singapore",0,"HUN","SGP"
"Iceland","Singapore",0,"ISL","SGP"
"India","Singapore",157114.193722723,"IND","SGP"
"Indonesia","Singapore",102331.758943895,"IDN","SGP"
"Iran, Islamic Rep.","Singapore",0,"IRN","SGP"
"Iraq","Singapore",0,"IRQ","SGP"
"Ireland","Singapore",0,"IRL","SGP"
"Isle of Man","Singapore",0,"IMN","SGP"
"Israel","Singapore",0,"ISR","SGP"
"Italy","Singapore",0,"ITA","SGP"
"Jamaica","Singapore",0,"JAM","SGP"
"Japan","Singapore",0,"JPN","SGP"
"Jordan","Singapore",0,"JOR","SGP"
"Kazakhstan","Singapore",0,"KAZ","SGP"
"Kenya","Singapore",0,"KEN","SGP"
"Kiribati","Singapore",0,"KIR","SGP"
"Korea, Dem. Rep.","Singapore",0,"PRK","SGP"
"Korea, Rep.","Singapore",0,"KOR","SGP"
"Kosovo","Singapore",0,"KOS","SGP"
"Kuwait","Singapore",0,"KWT","SGP"
"Kyrgyz Republic","Singapore",0,"KGZ","SGP"
"Lao PDR","Singapore",0,"LAO","SGP"
"Latvia","Singapore",0,"LVA","SGP"
"Lebanon","Singapore",0,"LBN","SGP"
"Lesotho","Singapore",0,"LSO","SGP"
"Liberia","Singapore",0,"LBR","SGP"
"Libya","Singapore",0,"LBY","SGP"
"Liechtenstein","Singapore",0,"LIE","SGP"
"Lithuania","Singapore",0,"LTU","SGP"
"Luxembourg","Singapore",0,"LUX","SGP"
"Macao, China","Singapore",0,"MAC","SGP"
"Macedonia, FYR","Singapore",0,"MKD","SGP"
"Madagascar","Singapore",0,"MDG","SGP"
"Malawi","Singapore",0,"MWI","SGP"
"Malaysia","Singapore",1060628.15229603,"MYS","SGP"
"Maldives","Singapore",0,"MDV","SGP"
"Mali","Singapore",0,"MLI","SGP"
"Malta","Singapore",0,"MLT","SGP"
"Marshall Islands","Singapore",0,"MHL","SGP"
"Mauritania","Singapore",0,"MRT","SGP"
"Mauritius","Singapore",0,"MUS","SGP"
"Mayotte","Singapore",0,"MYT","SGP"
"Mexico","Singapore",0,"MEX","SGP"
"Micronesia, Fed. Sts.","Singapore",0,"FSM","SGP"
"Moldova","Singapore",0,"MDA","SGP"
"Monaco","Singapore",0,"MCO","SGP"
"Mongolia","Singapore",0,"MNG","SGP"
"Montenegro","Singapore",0,"MNE","SGP"
"Morocco","Singapore",0,"MAR","SGP"
"Mozambique","Singapore",0,"MOZ","SGP"
"Myanmar","Singapore",0,"MMR","SGP"
"Namibia","Singapore",0,"NAM","SGP"
"Nepal","Singapore",0,"NPL","SGP"
"Netherlands","Singapore",0,"NLD","SGP"
"Netherlands Antilles","Singapore",0,"ANT","SGP"
"New Caledonia","Singapore",0,"NCL","SGP"
"New Zealand","Singapore",0,"NZL","SGP"
"Nicaragua","Singapore",0,"NIC","SGP"
"Niger","Singapore",0,"NER","SGP"
"Nigeria","Singapore",0,"NGA","SGP"
"Northern Mariana Islands","Singapore",0,"MNP","SGP"
"Norway","Singapore",0,"NOR","SGP"
"Oman","Singapore",0,"OMN","SGP"
"Pakistan","Singapore",22931.6137170788,"PAK","SGP"
"Palau","Singapore",0,"PLW","SGP"
"Panama","Singapore",0,"PAN","SGP"
"Papua New Guinea","Singapore",0,"PNG","SGP"
"Paraguay","Singapore",0,"PRY","SGP"
"Peru","Singapore",0,"PER","SGP"
"Philippines","Singapore",0,"PHL","SGP"
"Poland","Singapore",0,"POL","SGP"
"Portugal","Singapore",0,"PRT","SGP"
"Puerto Rico","Singapore",0,"PRI","SGP"
"Qatar","Singapore",0,"QAT","SGP"
"Romania","Singapore",0,"ROU","SGP"
"Russian Federation","Singapore",0,"RUS","SGP"
"Rwanda","Singapore",0,"RWA","SGP"
"Samoa","Singapore",0,"WSM","SGP"
"San Marino","Singapore",0,"SMR","SGP"
"São Tomé and Principe","Singapore",0,"STP","SGP"
"Saudi Arabia","Singapore",0,"SAU","SGP"
"Senegal","Singapore",0,"SEN","SGP"
"Serbia","Singapore",0,"SRB","SGP"
"Seychelles","Singapore",0,"SYC","SGP"
"Sierra Leone","Singapore",0,"SLE","SGP"
"Singapore","Singapore",0,"SGP","SGP"
"Slovak Republic","Singapore",0,"SVK","SGP"
"Slovenia","Singapore",0,"SVN","SGP"
"Solomon Islands","Singapore",0,"SLB","SGP"
"Somalia","Singapore",0,"SOM","SGP"
"South Africa","Singapore",0,"ZAF","SGP"
"Spain","Singapore",0,"ESP","SGP"
"Sri Lanka","Singapore",3016.12334473376,"LKA","SGP"
"St. Kitts and Nevis","Singapore",0,"KNA","SGP"
"St. Lucia","Singapore",0,"LCA","SGP"
"St. Vincent and the Grenadines","Singapore",0,"VCT","SGP"
"Sudan","Singapore",0,"SDN","SGP"
"Suriname","Singapore",0,"SUR","SGP"
"Swaziland","Singapore",0,"SWZ","SGP"
"Sweden","Singapore",0,"SWE","SGP"
"Switzerland","Singapore",0,"CHE","SGP"
"Syrian Arab Republic","Singapore",0,"SYR","SGP"
"Tajikistan","Singapore",0,"TJK","SGP"
"Tanzania","Singapore",0,"TZA","SGP"
"Thailand","Singapore",0,"THA","SGP"
"Timor-Leste","Singapore",0,"TLS","SGP"
"Togo","Singapore",0,"TGO","SGP"
"Tonga","Singapore",0,"TON","SGP"
"Trinidad and Tobago","Singapore",0,"TTO","SGP"
"Tunisia","Singapore",0,"TUN","SGP"
"Turkey","Singapore",0,"TUR","SGP"
"Turkmenistan","Singapore",0,"TKM","SGP"
"Turks and Caicos Islands","Singapore",0,"TCA","SGP"
"Tuvalu","Singapore",0,"TUV","SGP"
"Uganda","Singapore",0,"UGA","SGP"
"Ukraine","Singapore",0,"UKR","SGP"
"United Arab Emirates","Singapore",0,"ARE","SGP"
"United Kingdom","Singapore",0,"GBR","SGP"
"United States","Singapore",10730.9758816106,"USA","SGP"
"Uruguay","Singapore",0,"URY","SGP"
"Uzbekistan","Singapore",0,"UZB","SGP"
"Vanuatu","Singapore",0,"VUT","SGP"
"Venezuela, RB","Singapore",0,"VEN","SGP"
"Vietnam","Singapore",0,"VNM","SGP"
"Virgin Islands (U.S.)","Singapore",0,"VIR","SGP"
"West Bank and Gaza","Singapore",0,"PSE","SGP"
"Yemen, Rep.","Singapore",0,"YEM","SGP"
"Zambia","Singapore",0,"ZMB","SGP"
"Zimbabwe","Singapore",0,"ZWE","SGP"
"Other South","Singapore",87269.0714176036,NA,"SGP"
"Other North","Singapore",680.24750279266,NA,"SGP"
"Afghanistan","Slovak Republic",168.065574875969,"AFG","SVK"
"Albania","Slovak Republic",28.3256586869611,"ALB","SVK"
"Algeria","Slovak Republic",74.9056307499639,"DZA","SVK"
"American Samoa","Slovak Republic",6.58502418704649,"ASM","SVK"
"Andorra","Slovak Republic",0,"AND","SVK"
"Angola","Slovak Republic",75.5350898318963,"AGO","SVK"
"Antigua and Barbuda","Slovak Republic",0,"ATG","SVK"
"Argentina","Slovak Republic",114.561552911709,"ARG","SVK"
"Armenia","Slovak Republic",164.288820384375,"ARM","SVK"
"Aruba","Slovak Republic",0,"ABW","SVK"
"Australia","Slovak Republic",331.095477096479,"AUS","SVK"
"Austria","Slovak Republic",2441.04231973412,"AUT","SVK"
"Azerbaijan","Slovak Republic",39.0264630798131,"AZE","SVK"
"Bahamas, The","Slovak Republic",1.09750403117442,"BHS","SVK"
"Bahrain","Slovak Republic",59.7986127835846,"BHR","SVK"
"Bangladesh","Slovak Republic",76.7940079957613,"BGD","SVK"
"Barbados","Slovak Republic",0,"BRB","SVK"
"Belarus","Slovak Republic",193.873397235201,"BLR","SVK"
"Belgium","Slovak Republic",552.665073936708,"BEL","SVK"
"Belize","Slovak Republic",0,"BLZ","SVK"
"Benin","Slovak Republic",11.9597225567169,"BEN","SVK"
"Bermuda","Slovak Republic",0.62945908193247,"BMU","SVK"
"Bhutan","Slovak Republic",0,"BTN","SVK"
"Bolivia","Slovak Republic",9.44188622898704,"BOL","SVK"
"Bosnia and Herzegovina","Slovak Republic",357.532758537643,"BIH","SVK"
"Botswana","Slovak Republic",0,"BWA","SVK"
"Brazil","Slovak Republic",116.449930157507,"BRA","SVK"
"Brunei Darussalam","Slovak Republic",0.62945908193247,"BRN","SVK"
"Bulgaria","Slovak Republic",1092.74096623477,"BGR","SVK"
"Burkina Faso","Slovak Republic",1.25891816386494,"BFA","SVK"
"Burundi","Slovak Republic",3.77675449159482,"BDI","SVK"
"Cambodia","Slovak Republic",8.1829680651221,"KHM","SVK"
"Cameroon","Slovak Republic",4.40621357352729,"CMR","SVK"
"Canada","Slovak Republic",487.830788497664,"CAN","SVK"
"Cape Verde","Slovak Republic",0,"CPV","SVK"
"Cayman Islands","Slovak Republic",0,"CYM","SVK"
"Central African Republic","Slovak Republic",3.77675449159482,"CAF","SVK"
"Chad","Slovak Republic",5.03567265545976,"TCD","SVK"
"Channel Islands","Slovak Republic",0,"","SVK"
"Chile","Slovak Republic",12.5891816386494,"CHL","SVK"
"China","Slovak Republic",1034.20127161505,"CHN","SVK"
"Colombia","Slovak Republic",40.9148403256105,"COL","SVK"
"Comoros","Slovak Republic",0,"COM","SVK"
"Congo, Dem. Rep.","Slovak Republic",25.1783632772988,"COD","SVK"
"Congo, Rep.","Slovak Republic",7.55350898318964,"COG","SVK"
"Costa Rica","Slovak Republic",13.2186407205819,"CRI","SVK"
"Côte d'Ivoire","Slovak Republic",2.51783632772988,"CIV","SVK"
"Croatia","Slovak Republic",484.683493088002,"HRV","SVK"
"Cuba","Slovak Republic",104.49020760079,"CUB","SVK"
"Cyprus","Slovak Republic",59.1691537016521,"CYP","SVK"
"Czech Republic","Slovak Republic",67800.9260921921,"CZE","SVK"
"Denmark","Slovak Republic",122.115061894899,"DNK","SVK"
"Djibouti","Slovak Republic",1.25891816386494,"DJI","SVK"
"Dominica","Slovak Republic",0,"DMA","SVK"
"Dominican Republic","Slovak Republic",9.44188622898704,"DOM","SVK"
"Ecuador","Slovak Republic",30.843495014691,"ECU","SVK"
"Egypt, Arab Rep.","Slovak Republic",132.186407205819,"EGY","SVK"
"El Salvador","Slovak Republic",3.77675449159482,"SLV","SVK"
"Equatorial Guinea","Slovak Republic",1.25891816386494,"GNQ","SVK"
"Eritrea","Slovak Republic",1.25891816386494,"ERI","SVK"
"Estonia","Slovak Republic",13.8480998025143,"EST","SVK"
"Ethiopia","Slovak Republic",57.2807764558547,"ETH","SVK"
"Faeroe Islands","Slovak Republic",0,"FRO","SVK"
